,GPU0,GPU1,GPU2,GPU3,GPU4,GPU5,GPU6,GPU7,GPU8,GPU9,GPU10,GPU11,GPU12,GPU13,GPU14,GPU15,GPU16,GPU17,GPU18,GPU19,GPU20,GPU21,GPU22,GPU23,GPU24,GPU25,GPU26,GPU27,GPU28,GPU29,GPU30,GPU31,GPU32,GPU33,GPU34,GPU35,GPU36,GPU37,GPU38,GPU39,GPU40,GPU41,GPU42,GPU43,GPU44,GPU45,GPU46,GPU47,GPU48,GPU49,GPU50,GPU51,GPU52,GPU53,GPU54,GPU55,GPU56,GPU57,GPU58,GPU59,GPU60,GPU61,GPU62,GPU63,GPU64,GPU65,GPU66,GPU67,GPU68,GPU69,GPU70,GPU71,GPU72,GPU73,GPU74,GPU75,GPU76,GPU77,GPU78,GPU79,GPU80,GPU81,GPU82,GPU83,GPU84,GPU85,GPU86,GPU87,GPU88,GPU89,GPU90,GPU91,GPU92,GPU93,GPU94,GPU95,GPU96,GPU97,GPU98,GPU99,GPU100,GPU101,GPU102,GPU103,GPU104,GPU105,GPU106,GPU107,GPU108,GPU109,GPU110,GPU111,GPU112,GPU113,GPU114,GPU115,GPU116,GPU117,GPU118,GPU119,GPU120,GPU121,GPU122,GPU123,GPU124,GPU125,GPU126,GPU127
GPU62,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,
GPU63,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0
GPU64,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,
GPU65,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,
GPU66,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,
GPU67,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,
GPU68,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,
GPU69,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,
GPU70,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,
GPU71,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0
GPU72,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,
GPU73,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,
GPU74,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,
GPU75,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,
GPU76,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,
GPU77,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,
GPU78,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,
GPU79,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0
GPU80,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,
GPU81,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,
GPU82,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,
GPU83,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,
GPU84,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,
GPU85,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,
GPU86,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,
GPU87,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0
GPU88,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,
GPU89,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,
GPU90,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,
GPU91,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,
GPU92,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,
GPU93,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,
GPU94,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,
GPU95,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0
GPU96,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,
GPU97,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,
GPU98,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,
GPU99,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,
GPU100,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,
GPU101,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,
GPU102,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,
GPU103,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0
GPU104,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,2.0,,,,,,,
GPU105,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,2.0,,,,,,
GPU106,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,2.0,,,,,
GPU107,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,2.0,,,,
GPU108,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,2.0,,,
GPU109,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,2.0,,,,,,,,2.0,,
GPU110,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,2.0,,,,,,,,2.0,
GPU111,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0,,,,,,,,2.0
GPU112,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,
GPU113,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,
GPU114,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,
GPU115,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,2.0,,,,
GPU116,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,2.0,,,
GPU117,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,2.0,,
GPU118,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,2.0,
GPU119,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,2.0
GPU120,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPU121,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
GPU122,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
GPU123,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
GPU124,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
GPU125,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
GPU126,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
GPU127,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
