topology,point_idx,load,cdf_percent,num_edges,num_zeros,first_positive_load,global_x_start
Fat Tree,0,40265318.4,0.0,9252,6272,838815744.0,40265318.4
Fat Tree,1,838815744.0,0.0,9252,6272,838815744.0,40265318.4
Fat Tree,2,838815744.0,67.80155642023347,9252,6272,838815744.0,40265318.4
Fat Tree,3,838815744.0,67.81236489407696,9252,6272,838815744.0,40265318.4
Fat Tree,4,838815744.0,67.82317336792045,9252,6272,838815744.0,40265318.4
Fat Tree,5,838815744.0,67.83398184176394,9252,6272,838815744.0,40265318.4
Fat Tree,6,838815744.0,67.84479031560744,9252,6272,838815744.0,40265318.4
Fat Tree,7,838815744.0,67.85559878945094,9252,6272,838815744.0,40265318.4
Fat Tree,8,838815744.0,67.86640726329442,9252,6272,838815744.0,40265318.4
Fat Tree,9,838815744.0,67.87721573713792,9252,6272,838815744.0,40265318.4
Fat Tree,10,838815744.0,67.88802421098141,9252,6272,838815744.0,40265318.4
Fat Tree,11,838815744.0,67.89883268482491,9252,6272,838815744.0,40265318.4
Fat Tree,12,838815744.0,67.90964115866839,9252,6272,838815744.0,40265318.4
Fat Tree,13,838815744.0,67.92044963251189,9252,6272,838815744.0,40265318.4
Fat Tree,14,838815744.0,67.93125810635539,9252,6272,838815744.0,40265318.4
Fat Tree,15,838815744.0,67.94206658019888,9252,6272,838815744.0,40265318.4
Fat Tree,16,838815744.0,67.95287505404237,9252,6272,838815744.0,40265318.4
Fat Tree,17,838815744.0,67.96368352788586,9252,6272,838815744.0,40265318.4
Fat Tree,18,838815744.0,67.97449200172936,9252,6272,838815744.0,40265318.4
Fat Tree,19,838815744.0,67.98530047557286,9252,6272,838815744.0,40265318.4
Fat Tree,20,838815744.0,67.99610894941634,9252,6272,838815744.0,40265318.4
Fat Tree,21,838815744.0,68.00691742325984,9252,6272,838815744.0,40265318.4
Fat Tree,22,838815744.0,68.01772589710333,9252,6272,838815744.0,40265318.4
Fat Tree,23,838815744.0,68.02853437094683,9252,6272,838815744.0,40265318.4
Fat Tree,24,838815744.0,68.03934284479031,9252,6272,838815744.0,40265318.4
Fat Tree,25,838815744.0,68.05015131863381,9252,6272,838815744.0,40265318.4
